ASMT_ID,EFF_METAID,SITE_ID,SITE_PID,METHOD,SUBMITYEAR,ASMT_YEAR,VERIF_EFF,ASMT_URL,INFO_URL,GOV_ACT,GOV_ASMT,DP_BIO,DP_OTHER,MGMT_OBSET,MGMT_OBMAN,MGMT_ADAPT,MGMT_STAFF,MGMT_BUDGT,MGMT_THRTS,MGMT_MON,OUT_BIO
6515,18,170154,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6395,18,170155,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
5493,18,170156,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9067,18,170157,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6474,18,170159,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8919,18,170160,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
5186,18,170161,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6290,18,170162,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6547,18,170163,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6491,18,170164,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
2449,18,170165,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8741,18,170166,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8939,18,170167,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8901,18,170168,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9060,18,170169,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9020,18,170170,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6363,18,170171,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8974,18,170172,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9348,18,170173,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6519,18,170174,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
4646,18,170175,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7559,18,170177,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6492,18,170178,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
5648,18,170179,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7562,18,170180,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7491,18,170181,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7480,18,170182,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6539,18,170183,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6552,18,170184,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9039,18,170185,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9081,18,170186,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8932,18,170187,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6152,18,170188,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9075,18,170189,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6421,18,170190,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6390,18,170191,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7494,18,170192,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7574,18,170193,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7575,18,170194,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6347,18,170195,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9034,18,170196,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7570,18,170197,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
5872,18,170198,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6546,18,170199,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6545,18,170200,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
5359,18,170202,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8895,18,170203,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7579,18,170204,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7580,18,170205,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8834,18,170206,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6252,18,170209,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
4982,18,170210,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8910,18,170211,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7595,18,170212,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6522,18,170213,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6484,18,170214,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
5837,18,170215,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9092,18,170216,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6477,18,170217,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6471,18,170218,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6142,18,170219,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
3502,18,170220,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
2354,18,170221,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6297,18,170222,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
3347,18,170223,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8909,18,170224,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8952,18,170225,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6560,18,170226,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9036,18,170227,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6480,18,170228,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6472,18,170229,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
5073,18,170230,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
3171,18,170231,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
3491,18,170233,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8996,18,170234,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
5919,18,170235,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7603,18,170236,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
3229,18,170237,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6494,18,170238,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6549,18,170239,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6551,18,170240,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7587,18,170241,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
5871,18,170242,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8936,18,170243,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6295,18,170245,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
11494,28,170248,,Birdlife Important Bird and Biodiversity Area Monitoring (Birdlife IBA),2010,2010,,Not Reported,,,,,,,,,,,,,
21936,28,170353,,Parks Canada,2006,2006,,Not Reported,,,,,,,,,,,,,
35278,28,170593,,Management Effectiveness Tracking Tool (METT),2006,2006,,Not Reported,,,,,,,,,,,,,
35265,28,171050,,Management Effectiveness Tracking Tool (METT),2006,2006,,Not Reported,,,,,,,,,,,,,
1095,15,171052,,Management Effectiveness Tracking Tool (METT),2012,2012,,Not Reported,,,,,,,,,,,,,
35273,28,171056,,Management Effectiveness Tracking Tool (METT),2006,2006,,Not Reported,,,,,,,,,,,,,
35284,28,171067,,Management Effectiveness Tracking Tool (METT),2006,2006,,Not Reported,,,,,,,,,,,,,
11911,28,172550,,Management Effectiveness Tracking Tool (METT),2006,2006,,Not Reported,,,,,,,,,,,,,
20715,32,172823,,Carpathian Countries Protected Area Management Effectiveness Tracking Tool (CCPAMETT),2011,2011,,Not Reported,,,,,,,,,,,,,
20689,32,173002,,Carpathian Countries Protected Area Management Effectiveness Tracking Tool (CCPAMETT),2017,2017,,Not Reported,,,,,,,,,,,,,
20703,32,173003,,Carpathian Countries Protected Area Management Effectiveness Tracking Tool (CCPAMETT),2017,2017,,Not Reported,,,,,,,,,,,,,
20700,32,173004,,Carpathian Countries Protected Area Management Effectiveness Tracking Tool (CCPAMETT),2017,2017,,Not Reported,,,,,,,,,,,,,
20714,32,173006,,Carpathian Countries Protected Area Management Effectiveness Tracking Tool (CCPAMETT),2017,2017,,Not Reported,,,,,,,,,,,,,
20691,32,173007,,Carpathian Countries Protected Area Management Effectiveness Tracking Tool (CCPAMETT),2017,2017,,Not Reported,,,,,,,,,,,,,
20693,32,173008,,Carpathian Countries Protected Area Management Effectiveness Tracking Tool (CCPAMETT),0,0,,Not Reported,,,,,,,,,,,,,
20687,32,173009,,Carpathian Countries Protected Area Management Effectiveness Tracking Tool (CCPAMETT),2017,2017,,Not Reported,,,,,,,,,,,,,
20695,32,173010,,Carpathian Countries Protected Area Management Effectiveness Tracking Tool (CCPAMETT),2017,2017,,Not Reported,,,,,,,,,,,,,
6659,18,174643,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6681,18,174644,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6162,18,174645,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9053,18,174646,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6698,18,174647,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
5769,18,174648,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6584,18,174649,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6757,18,174650,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6586,18,174651,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9080,18,174652,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9113,18,174653,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6826,18,174654,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6336,18,174655,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
5575,18,174656,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6966,18,174657,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7016,18,174658,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7019,18,174659,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
5796,18,174660,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6582,18,174661,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9084,18,174662,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6528,18,174663,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9133,18,174664,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7079,18,174665,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7097,18,174666,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
4797,18,174667,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7630,18,174668,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7118,18,174669,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6157,18,174670,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7146,18,174671,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7208,18,174672,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8947,18,174673,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9132,18,174674,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8948,18,174675,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6147,18,174676,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9144,18,174677,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7239,18,174678,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7249,18,174679,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6580,18,174680,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9151,18,174681,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7295,18,174682,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7320,18,174683,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7262,18,174684,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6161,18,174685,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7327,18,174686,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7325,18,174687,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7334,18,174688,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7336,18,174689,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7337,18,174690,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7349,18,174691,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7361,18,174692,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7365,18,174693,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7362,18,174694,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
5908,18,174695,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6153,18,174696,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7383,18,174697,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9152,18,174698,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7388,18,174699,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8953,18,174700,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7434,18,174701,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7437,18,174702,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6540,18,174703,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7400,18,174704,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7445,18,174705,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7493,18,174706,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
5774,18,174707,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7512,18,174708,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7518,18,174709,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7521,18,174710,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9147,18,174711,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7534,18,174712,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
5911,18,174713,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8949,18,174714,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6583,18,174715,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9150,18,174716,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8997,18,174717,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
9102,18,174718,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6391,18,174719,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8950,18,174720,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6585,18,174721,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7588,18,174722,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
7612,18,174723,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
10703,28,174775,,European Site Consolidation Scorecard (European SCS),2007,2007,,Not Reported,,,,,,,,,,,,,
22052,28,175210,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2004,2004,,Not Reported,,,,,,,,,,,,,
22119,28,175211,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2004,2004,,Not Reported,,,,,,,,,,,,,
22057,28,175212,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2004,2004,,Not Reported,,,,,,,,,,,,,
22149,28,175225,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2004,2004,,Not Reported,,,,,,,,,,,,,
22065,28,176188,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2004,2004,,Not Reported,,,,,,,,,,,,,
11939,28,176293,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11976,28,176294,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11954,28,176295,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11936,28,176297,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11941,28,176298,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
35621,28,176299,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11943,28,176300,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
35627,28,176302,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11969,28,176304,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
35631,28,176305,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
35632,28,176306,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11975,28,176307,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
35635,28,176308,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11931,28,176309,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11934,28,176312,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11935,28,176314,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
35618,28,176317,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
35623,28,176318,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11938,28,176319,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11942,28,176320,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11965,28,176322,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11949,28,176323,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11952,28,176324,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11953,28,176325,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
35624,28,176326,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11955,28,176328,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11956,28,176329,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
35628,28,176331,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11959,28,176332,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11960,28,176333,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11963,28,176334,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11964,28,176335,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11966,28,176337,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11967,28,176338,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11968,28,176343,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11972,28,176347,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11973,28,176348,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
35633,28,176351,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11974,28,176352,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
35636,28,176358,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
11978,28,176359,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
10777,28,176774,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2004,2004,,Not Reported,,,,,,,,,,,,,
34575,28,176774,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
10787,28,176805,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2004,2004,,Not Reported,,,,,,,,,,,,,
34574,28,176811,,Management Effectiveness Tracking Tool (METT),0,0,,Not Reported,,,,,,,,,,,,,
10766,28,176815,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2004,2004,,Not Reported,,,,,,,,,,,,,
10790,28,176828,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2004,2004,,Not Reported,,,,,,,,,,,,,
35269,28,177786,,Management Effectiveness Tracking Tool (METT),2006,2006,,Not Reported,,,,,,,,,,,,,
35277,28,177812,,Management Effectiveness Tracking Tool (METT),2006,2006,,Not Reported,,,,,,,,,,,,,
22249,37,178706,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
22250,37,178707,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
22251,37,178708,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
22252,37,178709,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
22253,37,178710,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
22254,37,178711,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
22255,37,178712,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
22256,37,178713,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
22257,37,178714,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
22258,37,178715,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
22259,37,178716,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
22260,37,178717,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
22261,37,178718,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
22262,37,178719,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
22263,37,178721,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
13210,28,178735,,Rapid Assessment and Prioritisation of Protected Area Management (RAPPAM),2009,2009,,Not Reported,,,,,,,,,,,,,
11696,28,178867,,Management Effectiveness Tracking Tool (METT),2003,2003,,Not Reported,,,,,,,,,,,,,
35423,28,178868,,Management Effectiveness Tracking Tool (METT),2003,2003,,Not Reported,,,,,,,,,,,,,
11702,28,178894,,Management Effectiveness Tracking Tool (METT),2003,2003,,Not Reported,,,,,,,,,,,,,
11715,28,178942,,Management Effectiveness Tracking Tool (METT),2003,2003,,Not Reported,,,,,,,,,,,,,
11705,28,178992,,Management Effectiveness Tracking Tool (METT),2003,2003,,Not Reported,,,,,,,,,,,,,
22264,37,179001,,Switzerland Management Effectiveness Evaluation - Annual Report,2015,2015,,Not Reported,,,,,,,,,,,,,
1079,15,180991,,Management Effectiveness Tracking Tool (METT),2010,2010,,Not Reported,,,,,,,,,,,,,
11901,28,181880,,Management Effectiveness Tracking Tool (METT),2006,2006,,Not Reported,,,,,,,,,,,,,
34502,28,181966,,Management Effectiveness Tracking Tool (METT),2005,2005,,Not Reported,,,,,,,,,,,,,
34503,28,181966,,Management Effectiveness Tracking Tool (METT),2011,2011,,Not Reported,,,,,,,,,,,,,
22179,28,182768,,Protected Area Network (PAN) Parks Europe,2002,2002,,Not Reported,,,,,,,,,,,,,
22180,28,182768,,Protected Area Network (PAN) Parks Europe,2003,2003,,Not Reported,,,,,,,,,,,,,
22181,28,182768,,Protected Area Network (PAN) Parks Europe,2004,2004,,Not Reported,,,,,,,,,,,,,
22182,28,182768,,Protected Area Network (PAN) Parks Europe,2005,2005,,Not Reported,,,,,,,,,,,,,
22183,28,182768,,Protected Area Network (PAN) Parks Europe,2006,2006,,Not Reported,,,,,,,,,,,,,
22184,28,182768,,Protected Area Network (PAN) Parks Europe,2007,2007,,Not Reported,,,,,,,,,,,,,
22185,28,182768,,Management Effectiveness Tracking Tool (METT),2005,2005,,Not Reported,,,,,,,,,,,,,
9157,18,183412,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
6274,18,183413,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
8955,18,183414,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
2834,18,183415,,Common Standards Monitoring,2013,2013,,Not Reported,,,,,,,,,,,,,
