evaluation,wdpa_id,ISO3,methodolog,year,url,metadata_i,name,designatio,source_dat,source_res,source_yea,source_lan,restricted,assessment
22692,149010,CHE,National Inventory,2011,Not Reported,37,Zwischen Guggenen und Unter Aenggenlauenen,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22693,149011,CHE,National Inventory,2011,Not Reported,37,Unter Sewen,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22694,149012,CHE,National Inventory,2011,Not Reported,37,Gross Trogen,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22695,149013,CHE,National Inventory,2011,Not Reported,37,Schwand,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22696,149014,CHE,National Inventory,2011,Not Reported,37,Ruechiwald,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22697,149015,CHE,National Inventory,2011,Not Reported,37,Chli Trogen,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22698,149016,CHE,National Inventory,2011,Not Reported,37,Zwischen Fuersteinwald und Blattli,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22699,149017,CHE,National Inventory,2011,Not Reported,37,Nollen,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22700,149018,CHE,National Inventory,2011,Not Reported,37,Riedboden bei Zischlig,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22701,149019,CHE,National Inventory,2011,Not Reported,37,Taellenmoos im Hilferental,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22702,149020,CHE,National Inventory,2011,Not Reported,37,Doersmatt,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22703,149021,CHE,National Inventory,2011,Not Reported,37,Riedmattschwand,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22704,149022,CHE,National Inventory,2011,Not Reported,37,Daelenboden,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22705,149023,CHE,National Inventory,2011,Not Reported,37,Hagleren,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22706,149024,CHE,National Inventory,2011,Not Reported,37,Duedingermoos,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22707,149025,CHE,National Inventory,2011,Not Reported,37,Mouille de la Vraconne,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22708,149026,CHE,National Inventory,2011,Not Reported,37,Grossweid bei Laret,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22709,149027,CHE,National Inventory,2011,Not Reported,37,Siehenmoos,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22710,149028,CHE,National Inventory,2011,Not Reported,37,Staechelegg/Ghack,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22711,149029,CHE,National Inventory,2011,Not Reported,37,Oberer Rorwald,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22712,149030,CHE,National Inventory,2011,Not Reported,37,Cheiserschwand,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22713,149031,CHE,National Inventory,2011,Not Reported,37,Rormettlen,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22714,149032,CHE,National Inventory,2011,Not Reported,37,Rorwald,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22715,149033,CHE,National Inventory,2011,Not Reported,37,Pfaffenmoos,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22716,149034,CHE,National Inventory,2011,Not Reported,37,Gaensenmoos,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22717,149035,CHE,National Inventory,2011,Not Reported,37,Mouille au Sayet,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22718,149036,CHE,National Inventory,2011,Not Reported,37,Zwischen Schlund und Aenzihuetten,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22719,149037,CHE,National Inventory,2011,Not Reported,37,Merliwald,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22720,149038,CHE,National Inventory,2011,Not Reported,37,Les Mouilles,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22721,149039,CHE,National Inventory,2011,Not Reported,37,Rischli,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22722,149040,CHE,National Inventory,2011,Not Reported,37,Wachseldornmoos,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22723,149041,CHE,National Inventory,2011,Not Reported,37,Zwischen Wagliseichnubel und Ghack,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22724,149042,CHE,National Inventory,2011,Not Reported,37,Flueegfaeael/Steinmoos,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22725,149043,CHE,National Inventory,2011,Not Reported,37,Wagliseichnubel,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22726,149044,CHE,National Inventory,2011,Not Reported,37,Moos bei Wachseldorn/Untermoos,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22727,149045,CHE,National Inventory,2011,Not Reported,37,Husegg-Hurnischwand,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22728,149046,CHE,National Inventory,2011,Not Reported,37,Husegg-Ochsenweid,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22729,149047,CHE,National Inventory,2011,Not Reported,37,Suedlich Ober Saffertberg,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22730,149048,CHE,National Inventory,2011,Not Reported,37,Totmoos,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22731,149049,CHE,National Inventory,2011,Not Reported,37,Zopf/Salwiden,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22732,149050,CHE,National Inventory,2011,Not Reported,37,Les Araignys,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22733,149051,CHE,National Inventory,2011,Not Reported,37,Guntlishuetten,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22734,149052,CHE,National Inventory,2011,Not Reported,37,Gross Gfael,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22735,149053,CHE,National Inventory,2011,Not Reported,37,Salwidili,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22736,149054,CHE,National Inventory,2011,Not Reported,37,Mouille de la Sagne,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22737,149055,CHE,National Inventory,2011,Not Reported,37,Husegg,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22738,149056,CHE,National Inventory,2011,Not Reported,37,Rossweid,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22739,149057,CHE,National Inventory,2011,Not Reported,37,Wagliseiboden,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22740,149058,CHE,National Inventory,2011,Not Reported,37,Laubersmadghack,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22741,149059,CHE,National Inventory,2011,Not Reported,37,Gerschni,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22742,149060,CHE,National Inventory,2011,Not Reported,37,Feldmoos (Gerschni),Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22743,149061,CHE,National Inventory,2011,Not Reported,37,Ried unter dem Raemisboden,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22744,149062,CHE,National Inventory,2011,Not Reported,37,Tuernliwald,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22745,149063,CHE,National Inventory,2011,Not Reported,37,Vorderes Steinetli,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22746,149064,CHE,National Inventory,2011,Not Reported,37,Mittlerschwarzenegg,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22747,149065,CHE,National Inventory,2011,Not Reported,37,Fulensee,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22748,149066,CHE,National Inventory,2011,Not Reported,37,Fischbachmoos/Obermoos,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22749,149067,CHE,National Inventory,2011,Not Reported,37,Rotmoos 3,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22750,149068,CHE,National Inventory,2011,Not Reported,37,Baersel,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22751,149069,CHE,National Inventory,2011,Not Reported,37,Haengstmoor,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22752,149070,CHE,National Inventory,2011,Not Reported,37,Schwandholz,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22753,149071,CHE,National Inventory,2011,Not Reported,37,Vorderes Rotmoesli,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22754,149072,CHE,National Inventory,2011,Not Reported,37,Usserberg,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22755,149073,CHE,National Inventory,2011,Not Reported,37,Schwarzsee bei Arosa,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22756,149074,CHE,National Inventory,2011,Not Reported,37,Moore im Steiniwald,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22757,149075,CHE,National Inventory,2011,Not Reported,37,Moore oestlich Aellgaeuli,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22758,149076,CHE,National Inventory,2011,Not Reported,37,Moore zwischen Mirrenegg und Aellgaeuli,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22759,149077,CHE,National Inventory,2011,Not Reported,37,Lai Nair,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22760,149078,CHE,National Inventory,2011,Not Reported,37,Clavadeler Berg,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22761,149079,CHE,National Inventory,2011,Not Reported,37,Esleren/Gummenalp,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22762,149080,CHE,National Inventory,2011,Not Reported,37,Horneggwald,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22763,149081,CHE,National Inventory,2011,Not Reported,37,Rotmoos 1,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22764,149082,CHE,National Inventory,2011,Not Reported,37,Rueti am Arnisee,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22765,149083,CHE,National Inventory,2011,Not Reported,37,Stouffe,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22766,149084,CHE,National Inventory,2011,Not Reported,37,Gmeine Schoeriz,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22767,149085,CHE,National Inventory,2011,Not Reported,37,Trogenmoos,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22768,149086,CHE,National Inventory,2011,Not Reported,37,Moore noerdlich Gruenenbergpass,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22769,149087,CHE,National Inventory,2011,Not Reported,37,Entenmoos,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22770,149088,CHE,National Inventory,2011,Not Reported,37,Moor westlich Steinige Schoeriz,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22771,149089,CHE,National Inventory,2011,Not Reported,37,Moor oestlich Unteres Hoernli,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22772,149090,CHE,National Inventory,2011,Not Reported,37,Moeser oestlich Widegg,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22773,149091,CHE,National Inventory,2011,Not Reported,37,Moor suedwestlich Steinige Schoeriz,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22774,149092,CHE,National Inventory,2011,Not Reported,37,Hoehenschwandmoor,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22775,149093,CHE,National Inventory,2011,Not Reported,37,Moore suedwestlich Gruenenbergpass,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22776,149094,CHE,National Inventory,2011,Not Reported,37,Moor nordoestlich Oberes Hoernli,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22777,149095,CHE,National Inventory,2011,Not Reported,37,Schluchhole,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22778,149096,CHE,National Inventory,2011,Not Reported,37,Moor suedlich Moeser,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22779,149097,CHE,National Inventory,2011,Not Reported,37,Moore hinder der Egg,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22780,149098,CHE,National Inventory,2011,Not Reported,37,Moor nordoestlich Faerrich am Bol,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22781,149099,CHE,National Inventory,2011,Not Reported,37,Moor noerdlich Oberes Hoernli,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22782,149100,CHE,National Inventory,2011,Not Reported,37,Moor zw. Lombachalp und Teufengraben,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22783,149101,CHE,National Inventory,2011,Not Reported,37,Affeier/Pifal,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22784,149102,CHE,National Inventory,2011,Not Reported,37,Moor oestlich Wissenbach/Gurnigel,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22785,149103,CHE,National Inventory,2011,Not Reported,37,Moore suedoestlich Faerrich am Bol,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22786,149104,CHE,National Inventory,2011,Not Reported,37,Moor westlich Wissenbach/Gurnigel,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22787,149105,CHE,National Inventory,2011,Not Reported,37,Moor bei Lombachalp,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22788,149106,CHE,National Inventory,2011,Not Reported,37,Zettenalp,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22789,149107,CHE,National Inventory,2011,Not Reported,37,Seelein bei der Maegisalp/Seemad,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22790,149108,CHE,National Inventory,2011,Not Reported,37,Moor oberhalb Cholischwand,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22791,149109,CHE,National Inventory,2011,Not Reported,37,Schalenberg,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22792,149110,CHE,National Inventory,2011,Not Reported,37,Moore im Schoepfewald,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22793,149111,CHE,National Inventory,2011,Not Reported,37,Lischboden,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22794,149112,CHE,National Inventory,2011,Not Reported,37,Rotmoos 2,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22795,149113,CHE,National Inventory,2011,Not Reported,37,Heidsee,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22796,149114,CHE,National Inventory,2011,Not Reported,37,Selenen,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22797,149115,CHE,National Inventory,2011,Not Reported,37,Feldmoos 2,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22798,149116,CHE,National Inventory,2011,Not Reported,37,Sortel,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22799,149117,CHE,National Inventory,2011,Not Reported,37,Grossfischbaechen,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22800,149118,CHE,National Inventory,2011,Not Reported,37,Riederen,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22801,149119,CHE,National Inventory,2011,Not Reported,37,Moorwald Hinters Laeger,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22802,149120,CHE,National Inventory,2011,Not Reported,37,In Miseren,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22803,149121,CHE,National Inventory,2011,Not Reported,37,Schwaendlibachgraben,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22804,149122,CHE,National Inventory,2011,Not Reported,37,Hinters Laeger,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22805,149123,CHE,National Inventory,2011,Not Reported,37,Moore oestlich Gemmenalp,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22806,149124,CHE,National Inventory,2011,Not Reported,37,Tgiern Grond,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22807,149125,CHE,National Inventory,2011,Not Reported,37,Duerrentaennli,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22808,149126,CHE,National Inventory,2011,Not Reported,37,Luegiboden,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22809,149127,CHE,National Inventory,2011,Not Reported,37,Sporz Davains,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22810,149128,CHE,National Inventory,2011,Not Reported,37,Muschenegg,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22811,149129,CHE,National Inventory,2011,Not Reported,37,Turen/Chaltenbrunnen/Staeckliwaeldli,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22812,149130,CHE,National Inventory,2011,Not Reported,37,Moor oberhalb Burgfeldfluee,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
22813,149131,CHE,National Inventory,2011,Not Reported,37,Alp Nadels,Federal Inventory of Raised and Transitional Mires of National Importance,Switzerland Management Effectiveness Evaluation,"Federal Office for the Environment, FOEN",2017,English,FALSE,FALSE
